ARESTTYPEID;ARESTTYPE
701;Арестован УНКВД 22 Кавалерийской дивизии.
702;Арестован Турковским ПП ОГПУ.
703;Арестован Федоровским к/о РКМ.
704;Арестован Чапаевским РО РКМ.
705;Арестован Аткарским ОО ОГПУ
706;Арестован Экгеймским к/о НКВД.
707;Арестована НКВД РНП.
708;Арестован Чапаевским РО НКГБ.
709;Арестована УРКМ по Саратовской области.
710;Арестован ОГПУ лагсбора Приволжского Военного Округа.
711;Арестован УНКВД по Ленинградской области.
712;Арестован Духовницкого РО УНКВД.
713;Арестован Салтыковским РО РКМ.
714;Арестован НКВД 58 СК.
715;Арестован ОДТО УГБ станции Балашов.
716;Арестован УНКВД "Смерш", Саратовской области.
717;Арестован Аткарским ПП ОГПУ.
718;Арестован Лизандергеймским КО УНКВД.
719;Арестован ОТО НКВД станции Покровск Руж.д.
720;Арестована Питерским РО УНКВД.
721;Арестован Чапаевским РОМ.
722;Арестован КО РК милиции.
723;Арестован ОО НКВД С-АВО.
724;Арестован УНКВД по ДВК.
725;Арестован Зотовским КО НКВД.
726;Арестован Ртищевским РО УНКВД.
727;Арестован Бальцерским КО НКВД РНП.
728;Арестован ОГПУ НВК
729;Арестован Балаковским РО УНКГБ.
730;Арестован Александро - Гайским РО УНКВД.
731;Арестован оперативным отделом Саратовского ИТЛ НКВД.
732;Арестован ЭКО ПП ОГПУ НВК.
733;Арестован Вольским ГО РКМ.
734;Арестована Вольским ГО РКМ.
735;Арестована ОГПУ НВК.
736;Арестован Новоузенским Р/А ОГПУ.
737;Арестован Саратовским НКВД.
738;Арестован ДТО Сталинградской железной дороги.
739;Арестован Унтервальденским К/О НКВД.
740;Арестован МГБ по Саратовской области.
741;Арестован Алгайким РО УНКВД.
742;Арестован Пугачевским окружным отделом ОГПУ.
743;Арестован Алгайским РО УНКВД.
744;Арестован Питерским Р/А ОГПУ.
745;Арестован Александр-Гайским РО УНКВД.
746;Арестован Романовским Р/А ОГПУ.
